HBA;HBD;HBA:HBD;T(K);Tc(K);Pc(bar);?;Density (kg/m3);LSSVR;ARD%;AARD%
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";328.15;604.66;44.874;0.9488;1084.6;1085.065096;0.04;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";333.15;604.66;44.874;0.9488;1081.5;1081.828108;0.03;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";338.15;604.66;44.874;0.9488;1078.2;1078.508763;0.03;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";343.15;604.66;44.874;0.9488;1075.0;1075.118679;0.01;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";348.15;604.66;44.874;0.9488;1071.8;1071.710862;0.01;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";353.15;604.66;44.874;0.9488;1068.3;1068.38428;0.01;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";358.15;604.66;44.874;0.9488;1065.4;1065.281962;0.01;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";363.15;604.66;44.874;0.9488;1062.2;1062.582199;0.04;
N,N diethylenethanol ammonium chloride;Ethylene glycol;"1;4";368.15;604.66;44.874;0.9488;1059.0;1060.48355;0.14;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";298.15;689.61;32.396;1.2295;1176.6;1175.880751;0.06;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";303.15;689.61;32.396;1.2295;1173.5;1172.613542;0.08;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";308.15;689.61;32.396;1.2295;1170.3;1169.387849;0.08;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";313.15;689.61;32.396;1.2295;1167.2;1166.224582;0.08;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";318.15;689.61;32.396;1.2295;1164.2;1163.114;0.09;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";323.15;689.61;32.396;1.2295;1161.2;1160.025116;0.10;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";328.15;689.61;32.396;1.2295;1158.2;1156.918542;0.11;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";333.15;689.61;32.396;1.2295;1155.2;1153.760543;0.12;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";338.15;689.61;32.396;1.2295;1152.2;1150.535891;0.14;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2";343.15;689.61;32.396;1.2295;1149.2;1147.257328;0.17;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";298.15;689.85;32.445;1.2317;1173.1;1176.429925;0.28;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";303.15;689.85;32.445;1.2317;1170.0;1173.176288;0.27;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";308.15;689.85;32.445;1.2317;1167.1;1169.962431;0.25;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";313.15;689.85;32.445;1.2317;1163.8;1166.810745;0.26;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";318.15;689.85;32.445;1.2317;1161.3;1163.712913;0.21;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";323.15;689.85;32.445;1.2317;1158.5;1160.63911;0.18;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";328.15;689.85;32.445;1.2317;1155.4;1157.550644;0.19;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";333.15;689.85;32.445;1.2317;1153.1;1154.413881;0.11;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";338.15;689.85;32.445;1.2317;1149.2;1151.213018;0.18;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";343.15;689.85;32.445;1.2317;1145.8;1147.959579;0.19;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";348.15;689.85;32.445;1.2317;1143.1;1144.697045;0.14;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";353.15;689.85;32.445;1.2317;1140.3;1141.499926;0.11;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";358.15;689.85;32.445;1.2317;1137.4;1138.467516;0.09;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";363.15;689.85;32.445;1.2317;1134.4;1135.71342;0.12;
N,N diethylenethanol ammonium chloride;Glycerol;"1;2.03";368.15;689.85;32.445;1.2317;1131.1;1133.352589;0.20;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";298.15;695.61;33.703;1.2865;1205.1;1201.053763;0.34;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";303.15;695.61;33.703;1.2865;1202.0;1198.678979;0.28;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";308.15;695.61;33.703;1.2865;1199.0;1196.109351;0.24;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";313.15;695.61;33.703;1.2865;1196.1;1193.409706;0.22;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";318.15;695.61;33.703;1.2865;1192.9;1190.624409;0.19;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";323.15;695.61;33.703;1.2865;1188.4;1187.778566;0.05;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";328.15;695.61;33.703;1.2865;1186.8;1184.882391;0.16;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";333.15;695.61;33.703;1.2865;1184.0;1181.93775;0.17;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";338.15;695.61;33.703;1.2865;1180.7;1178.945572;0.15;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";343.15;695.61;33.703;1.2865;1177.7;1175.912758;0.15;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";348.15;695.61;33.703;1.2865;1174.6;1172.857383;0.15;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";353.15;695.61;33.703;1.2865;1171.9;1169.811357;0.18;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";358.15;695.61;33.703;1.2865;1168.5;1166.820206;0.14;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";363.15;695.61;33.703;1.2865;1166.1;1163.940133;0.19;
N,N diethylenethanol ammonium chloride;Glycerol;"1;3";368.15;695.61;33.703;1.2865;1162.4;1161.23299;0.10;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";298.15;699.38;34.546;1.3207;1220.1;1217.581008;0.21;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";303.15;699.38;34.546;1.3207;1217.3;1215.862736;0.12;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";308.15;699.38;34.546;1.3207;1214.1;1213.714884;0.03;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";313.15;699.38;34.546;1.3207;1211.4;1211.230617;0.01;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";318.15;699.38;34.546;1.3207;1208.1;1208.496016;0.03;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";323.15;699.38;34.546;1.3207;1204.8;1205.585316;0.07;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";328.15;699.38;34.546;1.3207;1202.1;1202.558496;0.04;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";333.15;699.38;34.546;1.3207;1198.9;1199.461206;0.05;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";338.15;699.38;34.546;1.3207;1196.1;1196.326658;0.02;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";343.15;699.38;34.546;1.3207;1193.6;1193.17886;0.04;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";348.15;699.38;34.546;1.3207;1190.1;1190.036459;0.01;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";353.15;699.38;34.546;1.3207;1187.3;1186.916447;0.03;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";358.15;699.38;34.546;1.3207;1184.1;1183.837114;0.02;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";363.15;699.38;34.546;1.3207;1180.7;1180.819865;0.01;
N,N diethylenethanol ammonium chloride;Glycerol;"1;4";368.15;699.38;34.546;1.3207;1178.1;1177.889726;0.02;
Tetrabutylammonium chloride;Asinine;"6;1";303.15;808.05;14.827;0.9025;1004.2;1004.701758;0.05;
Tetrabutylammonium chloride;Asinine;"6;1";313.15;808.05;14.827;0.9025;998.3;999.0990586;0.08;
Tetrabutylammonium chloride;Asinine;"6;1";323.15;808.05;14.827;0.9025;992.1;993.7694783;0.17;
Tetrabutylammonium chloride;Asinine;"6;1";333.15;808.05;14.827;0.9025;986.0;987.2176541;0.12;
Tetrabutylammonium chloride;Asinine;"6;1";343.15;808.05;14.827;0.9025;980.2;979.6215001;0.06;
Tetrabutylammonium chloride;Asinine;"6;1";353.15;808.05;14.827;0.9025;974.1;973.0424987;0.11;
Tetrabutylammonium chloride;Asinine;"7;1";303.15;804.52;14.647;0.8969;991.1;994.541157;0.35;
Tetrabutylammonium chloride;Asinine;"7;1";313.15;804.52;14.647;0.8969;983.0;988.6556063;0.58;
Tetrabutylammonium chloride;Asinine;"7;1";323.15;804.52;14.647;0.8969;977.3;983.1703076;0.60;
Tetrabutylammonium chloride;Asinine;"7;1";333.15;804.52;14.647;0.8969;970.1;976.5114921;0.66;
Tetrabutylammonium chloride;Asinine;"7;1";343.15;804.52;14.647;0.8969;963.3;968.849998;0.58;
Tetrabutylammonium chloride;Asinine;"7;1";353.15;804.52;14.647;0.8969;957.0;962.3207583;0.56;
Tetrabutylammonium chloride;Asinine;"8;1";303.15;801.79;14.509;0.8925;994.0;987.2802212;0.68;
Tetrabutylammonium chloride;Asinine;"8;1";313.15;801.79;14.509;0.8925;988.2;981.1747418;0.71;
Tetrabutylammonium chloride;Asinine;"8;1";323.15;801.79;14.509;0.8925;982.3;975.5988373;0.68;
Tetrabutylammonium chloride;Asinine;"8;1";333.15;801.79;14.509;0.8925;976.0;968.9330112;0.72;
Tetrabutylammonium chloride;Asinine;"8;1";343.15;801.79;14.509;0.8925;970.3;961.3384607;0.92;
Tetrabutylammonium chloride;Asinine;"8;1";353.15;801.79;14.509;0.8925;964.0;954.9824353;0.94;
Tetrabutylammonium chloride;Aspartic acid;"9;1";303.15;785.64;14.575;0.8843;962.1;960.9367595;0.12;
Tetrabutylammonium chloride;Aspartic acid;"9;1";313.15;785.64;14.575;0.8843;956.2;954.0717419;0.22;
Tetrabutylammonium chloride;Aspartic acid;"9;1";323.15;785.64;14.575;0.8843;950.1;948.392188;0.18;
Tetrabutylammonium chloride;Aspartic acid;"9;1";333.15;785.64;14.575;0.8843;944.3;942.2121808;0.22;
Tetrabutylammonium chloride;Aspartic acid;"9;1";343.15;785.64;14.575;0.8843;938.3;935.6683179;0.28;
Tetrabutylammonium chloride;Aspartic acid;"9;1";353.15;785.64;14.575;0.8843;933.1;930.9379694;0.23;
Tetrabutylammonium chloride;Aspartic acid;"10;1";303.15;785.14;14.468;0.8819;958.2;960.8872208;0.28;
Tetrabutylammonium chloride;Aspartic acid;"10;1";313.15;785.14;14.468;0.8819;953.2;954.0027816;0.08;
Tetrabutylammonium chloride;Aspartic acid;"10;1";323.15;785.14;14.468;0.8819;947.3;948.3564444;0.11;
Tetrabutylammonium chloride;Aspartic acid;"10;1";333.15;785.14;14.468;0.8819;941.3;942.2698942;0.10;
Tetrabutylammonium chloride;Aspartic acid;"10;1";343.15;785.14;14.468;0.8819;935.1;935.8692486;0.08;
Tetrabutylammonium chloride;Aspartic acid;"10;1";353.15;785.14;14.468;0.8819;929.0;931.3046588;0.25;
Tetrabutylammonium chloride;Aspartic acid;"11;1";303.15;784.73;14.380;0.8799;957.3;960.9688452;0.38;
Tetrabutylammonium chloride;Aspartic acid;"11;1";313.15;784.73;14.380;0.8799;951.0;954.0695498;0.32;
Tetrabutylammonium chloride;Aspartic acid;"11;1";323.15;784.73;14.380;0.8799;946.2;948.4531564;0.24;
Tetrabutylammonium chloride;Aspartic acid;"11;1";333.15;784.73;14.380;0.8799;939.1;942.4495218;0.36;
Tetrabutylammonium chloride;Aspartic acid;"11;1";343.15;784.73;14.380;0.8799;934.0;936.1760027;0.23;
Tetrabutylammonium chloride;Aspartic acid;"11;1";353.15;784.73;14.380;0.8799;928.0;931.7579537;0.40;
Tetrabutylammonium chloride;Ethylene glycol;"1;2";293.15;588.75;35.684;0.8377;1105.0;1105.332361;0.03;
Tetrabutylammonium chloride;Ethylene glycol;"1;2";303.15;588.75;35.684;0.8377;1099.0;1099.789992;0.07;
Tetrabutylammonium chloride;Ethylene glycol;"1;2";313.15;588.75;35.684;0.8377;1092.0;1093.229329;0.11;
Tetrabutylammonium chloride;Ethylene glycol;"1;2";323.15;588.75;35.684;0.8377;1086.0;1085.925596;0.01;
Tetrabutylammonium chloride;Ethylene glycol;"1;2";333.15;588.75;35.684;0.8377;1079.0;1078.66837;0.03;
Tetrabutylammonium chloride;Ethylene glycol;"1;2";343.15;588.75;35.684;0.8377;1073.0;1072.61098;0.04;
Tetrabutylammonium chloride;Ethylene glycol;"1;2";353.15;588.75;35.684;0.8377;1067.0;1068.986541;0.19;
Tetrabutylammonium chloride;Ethylene glycol;"1;3";293.15;637.85;31.094;0.9620;1130.0;1127.961595;0.18;
Tetrabutylammonium chloride;Ethylene glycol;"1;3";303.15;637.85;31.094;0.9620;1123.0;1124.258025;0.11;
Tetrabutylammonium chloride;Ethylene glycol;"1;3";313.15;637.85;31.094;0.9620;1117.0;1118.121169;0.10;
Tetrabutylammonium chloride;Ethylene glycol;"1;3";323.15;637.85;31.094;0.9620;1110.0;1110.134507;0.01;
Tetrabutylammonium chloride;Ethylene glycol;"1;3";333.15;637.85;31.094;0.9620;1104.0;1101.747294;0.20;
Tetrabutylammonium chloride;Ethylene glycol;"1;3";343.15;637.85;31.094;0.9620;1097.0;1094.834917;0.20;
Tetrabutylammonium chloride;Ethylene glycol;"1;3";353.15;637.85;31.094;0.9620;1091.0;1091.079888;0.01;
Tetrabutylammonium chloride;Ethylene glycol;"1;4";293.15;590.61;41.852;0.8997;1145.0;1143.356524;0.14;
Tetrabutylammonium chloride;Ethylene glycol;"1;4";303.15;590.61;41.852;0.8997;1138.0;1138.397102;0.03;
Tetrabutylammonium chloride;Ethylene glycol;"1;4";313.15;590.61;41.852;0.8997;1132.0;1132.709627;0.06;
Tetrabutylammonium chloride;Ethylene glycol;"1;4";323.15;590.61;41.852;0.8997;1125.0;1126.93076;0.17;
Tetrabutylammonium chloride;Ethylene glycol;"1;4";333.15;590.61;41.852;0.8997;1119.0;1121.366098;0.21;
Tetrabutylammonium chloride;Ethylene glycol;"1;4";343.15;590.61;41.852;0.8997;1112.0;1115.951679;0.36;
Tetrabutylammonium chloride;Ethylene glycol;"1;4";353.15;590.61;41.852;0.8997;1106.0;1110.537228;0.41;
Tetrabutylammonium chloride;Glutamic acid;"8;1";303.15;789.04;14.610;0.8895;964.1;964.1382026;0.00;
Tetrabutylammonium chloride;Glutamic acid;"8;1";313.15;789.04;14.610;0.8895;957.9;957.412447;0.05;
Tetrabutylammonium chloride;Glutamic acid;"8;1";323.15;789.04;14.610;0.8895;952.2;951.700212;0.05;
Tetrabutylammonium chloride;Glutamic acid;"8;1";333.15;789.04;14.610;0.8895;946.0;945.2928;0.07;
Tetrabutylammonium chloride;Glutamic acid;"8;1";343.15;789.04;14.610;0.8895;940.2;938.3363501;0.20;
Tetrabutylammonium chloride;Glutamic acid;"8;1";353.15;789.04;14.610;0.8895;934.0;933.0551208;0.10;
Tetrabutylammonium chloride;Glutamic acid;"9;1";303.15;788.15;14.489;0.8863;963.0;963.2861911;0.03;
Tetrabutylammonium chloride;Glutamic acid;"9;1";313.15;788.15;14.489;0.8863;957.2;956.5116045;0.07;
Tetrabutylammonium chloride;Glutamic acid;"9;1";323.15;788.15;14.489;0.8863;951.0;950.8251867;0.02;
Tetrabutylammonium chloride;Glutamic acid;"9;1";333.15;788.15;14.489;0.8863;945.2;944.5242539;0.07;
Tetrabutylammonium chloride;Glutamic acid;"9;1";343.15;788.15;14.489;0.8863;938.9;937.7434885;0.12;
Tetrabutylammonium chloride;Glutamic acid;"9;1";353.15;788.15;14.489;0.8863;932.0;932.679537;0.07;
Tetrabutylammonium chloride;Glutamic acid;"10;1";303.15;787.43;14.391;0.8837;961.2;962.8166924;0.17;
Tetrabutylammonium chloride;Glutamic acid;"10;1";313.15;787.43;14.391;0.8837;954.9;956.0059895;0.12;
Tetrabutylammonium chloride;Glutamic acid;"10;1";323.15;787.43;14.391;0.8837;949.0;950.3460915;0.14;
Tetrabutylammonium chloride;Glutamic acid;"10;1";333.15;787.43;14.391;0.8837;942.9;944.1422729;0.13;
Tetrabutylammonium chloride;Glutamic acid;"10;1";343.15;787.43;14.391;0.8837;937.2;937.5195638;0.03;
Tetrabutylammonium chloride;Glutamic acid;"10;1";353.15;787.43;14.391;0.8837;931.0;932.6481053;0.18;
Tetrabutylammonium chloride;Glycerol;"1;3";293.15;718.68;25.394;1.3077;1014.0;1029.898039;1.57;
Tetrabutylammonium chloride;Glycerol;"1;3";303.15;718.68;25.394;1.3077;1008.0;1018.42783;1.03;
Tetrabutylammonium chloride;Glycerol;"1;3";313.15;718.68;25.394;1.3077;1001.0;1008.925116;0.79;
Tetrabutylammonium chloride;Glycerol;"1;3";323.15;718.68;25.394;1.3077;995.0;1000.382662;0.54;
Tetrabutylammonium chloride;Glycerol;"1;3";333.15;718.68;25.394;1.3077;988.0;992.5663584;0.46;
Tetrabutylammonium chloride;Glycerol;"1;3";343.15;718.68;25.394;1.3077;982.0;986.5490057;0.46;
Tetrabutylammonium chloride;Glycerol;"1;3";353.15;718.68;25.394;1.3077;976.0;984.4785716;0.87;
Tetrabutylammonium chloride;Glycerol;"1;4";293.15;716.67;27.193;1.3377;1029.0;1022.082027;0.67;
Tetrabutylammonium chloride;Glycerol;"1;4";303.15;716.67;27.193;1.3377;1023.0;1012.683949;1.01;
Tetrabutylammonium chloride;Glycerol;"1;4";313.15;716.67;27.193;1.3377;1017.0;1005.221898;1.16;
Tetrabutylammonium chloride;Glycerol;"1;4";323.15;716.67;27.193;1.3377;1010.0;998.0193494;1.19;
Tetrabutylammonium chloride;Glycerol;"1;4";333.15;716.67;27.193;1.3377;1004.0;990.3547385;1.36;
Tetrabutylammonium chloride;Glycerol;"1;4";343.15;716.67;27.193;1.3377;997.0;983.1870498;1.39;
Tetrabutylammonium chloride;Glycerol;"1;4";353.15;716.67;27.193;1.3377;991.0;978.9779234;1.21;
Tetrabutylammonium chloride;Glycerol;"1;5";293.15;715.64;28.558;1.3576;1040.0;1045.395624;0.52;
Tetrabutylammonium chloride;Glycerol;"1;5";303.15;715.64;28.558;1.3576;1034.0;1038.707348;0.46;
Tetrabutylammonium chloride;Glycerol;"1;5";313.15;715.64;28.558;1.3576;1027.0;1033.324823;0.62;
Tetrabutylammonium chloride;Glycerol;"1;5";323.15;715.64;28.558;1.3576;1020.0;1027.490563;0.73;
Tetrabutylammonium chloride;Glycerol;"1;5";333.15;715.64;28.558;1.3576;1014.0;1020.386443;0.63;
Tetrabutylammonium chloride;Glycerol;"1;5";343.15;715.64;28.558;1.3576;1007.0;1012.842311;0.58;
Tetrabutylammonium chloride;Glycerol;"1;5";353.15;715.64;28.558;1.3576;1000.0;1007.201675;0.72;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";288.15;773.43;24.934;0.7232;1046.8;1049.767202;0.28;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";293.15;773.43;24.934;0.7232;1043.6;1045.117932;0.15;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";298.15;773.43;24.934;0.7232;1040.4;1040.618197;0.02;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";303.15;773.43;24.934;0.7232;1037.1;1036.269571;0.08;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";308.15;773.43;24.934;0.7232;1033.9;1032.118048;0.17;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";313.15;773.43;24.934;0.7232;1030.6;1028.260382;0.23;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";318.15;773.43;24.934;0.7232;1027.3;1024.843055;0.24;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";323.15;773.43;24.934;0.7232;1024.0;1022.053375;0.19;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";328.15;773.43;24.934;0.7232;1020.7;1020.103438;0.06;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";333.15;773.43;24.934;0.7232;1017.6;1019.208777;0.16;
Tetrabutylammonium chloride;phenylacetic acid;"1;2";338.15;773.43;24.934;0.7232;1014.3;1019.564415;0.52;
Tetrabutylammonium chloride;Propionic acid;"1;2";288.15;650.01;28.199;0.6578;972.4;977.6445819;0.54;
Tetrabutylammonium chloride;Propionic acid;"1;2";293.15;650.01;28.199;0.6578;969.2;972.2130258;0.31;
Tetrabutylammonium chloride;Propionic acid;"1;2";298.15;650.01;28.199;0.6578;965.9;967.2746398;0.14;
Tetrabutylammonium chloride;Propionic acid;"1;2";303.15;650.01;28.199;0.6578;962.7;962.721939;0.00;
Tetrabutylammonium chloride;Propionic acid;"1;2";308.15;650.01;28.199;0.6578;959.4;958.5028946;0.09;
Tetrabutylammonium chloride;Propionic acid;"1;2";313.15;650.01;28.199;0.6578;956.1;954.6406326;0.15;
Tetrabutylammonium chloride;Propionic acid;"1;2";318.15;650.01;28.199;0.6578;952.8;951.2424397;0.16;
Tetrabutylammonium chloride;Propionic acid;"1;2";323.15;650.01;28.199;0.6578;949.5;948.4961891;0.11;
Tetrabutylammonium chloride;Propionic acid;"1;2";328.15;650.01;28.199;0.6578;946.3;946.6541472;0.04;
Tetrabutylammonium chloride;Propionic acid;"1;2";333.15;650.01;28.199;0.6578;943.0;946.0060275;0.32;
Tetrabutylammonium chloride;Propionic acid;"1;2";338.15;650.01;28.199;0.6578;939.7;946.8447965;0.76;
Tetrabutylammonium chloride;Triethylene glycol;"1;1";293.15;756.55;18.008;0.9818;1027.0;1027.789121;0.08;
Tetrabutylammonium chloride;Triethylene glycol;"1;1";303.15;756.55;18.008;0.9818;1021.0;1020.847421;0.01;
Tetrabutylammonium chloride;Triethylene glycol;"1;1";313.15;756.55;18.008;0.9818;1015.0;1014.918446;0.01;
Tetrabutylammonium chloride;Triethylene glycol;"1;1";323.15;756.55;18.008;0.9818;1009.0;1008.752592;0.02;
Tetrabutylammonium chloride;Triethylene glycol;"1;1";333.15;756.55;18.008;0.9818;1003.0;1002.089779;0.09;
Tetrabutylammonium chloride;Triethylene glycol;"1;1";343.15;756.55;18.008;0.9818;997.0;996.0487032;0.10;
Tetrabutylammonium chloride;Triethylene glycol;"1;1";353.15;756.55;18.008;0.9818;991.0;992.833138;0.18;
Tetrabutylammonium chloride;Triethylene glycol;"2;1";293.15;763.73;16.172;0.9405;1007.0;1009.284641;0.23;
Tetrabutylammonium chloride;Triethylene glycol;"2;1";303.15;763.73;16.172;0.9405;1001.0;1001.964391;0.10;
Tetrabutylammonium chloride;Triethylene glycol;"2;1";313.15;763.73;16.172;0.9405;995.0;996.4889611;0.15;
Tetrabutylammonium chloride;Triethylene glycol;"2;1";323.15;763.73;16.172;0.9405;989.0;990.9131653;0.19;
Tetrabutylammonium chloride;Triethylene glycol;"2;1";333.15;763.73;16.172;0.9405;983.0;984.2176865;0.12;
Tetrabutylammonium chloride;Triethylene glycol;"2;1";343.15;763.73;16.172;0.9405;976.0;977.0664603;0.11;
Tetrabutylammonium chloride;Triethylene glycol;"2;1";353.15;763.73;16.172;0.9405;970.0;971.7624857;0.18;
Tetrabutylammonium chloride;Triethylene glycol;"3;1";293.15;767.65;15.394;0.9198;996.0;997.4147986;0.14;
Tetrabutylammonium chloride;Triethylene glycol;"3;1";303.15;767.65;15.394;0.9198;990.0;989.5080688;0.05;
Tetrabutylammonium chloride;Triethylene glycol;"3;1";313.15;767.65;15.394;0.9198;984.0;984.0189646;0.00;
Tetrabutylammonium chloride;Triethylene glycol;"3;1";323.15;767.65;15.394;0.9198;978.0;978.7642329;0.08;
Tetrabutylammonium chloride;Triethylene glycol;"3;1";333.15;767.65;15.394;0.9198;972.0;972.4239791;0.04;
Tetrabutylammonium chloride;Triethylene glycol;"3;1";343.15;767.65;15.394;0.9198;966.0;965.441753;0.06;
Tetrabutylammonium chloride;Triethylene glycol;"3;1";353.15;767.65;15.394;0.9198;960.0;960.0839705;0.01;
Tetrabutylammonium chloride;Triethylene glycol;"4;1";293.15;770.09;14.964;0.9074;990.0;990.5530583;0.06;
Tetrabutylammonium chloride;Triethylene glycol;"4;1";303.15;770.09;14.964;0.9074;985.0;982.1129892;0.29;
Tetrabutylammonium chloride;Triethylene glycol;"4;1";313.15;770.09;14.964;0.9074;980.0;976.4500296;0.36;
Tetrabutylammonium chloride;Triethylene glycol;"4;1";323.15;770.09;14.964;0.9074;973.0;971.3073194;0.17;
Tetrabutylammonium chloride;Triethylene glycol;"4;1";333.15;770.09;14.964;0.9074;968.0;965.2389641;0.29;
Tetrabutylammonium chloride;Triethylene glycol;"4;1";343.15;770.09;14.964;0.9074;961.0;958.5710206;0.25;
Tetrabutylammonium chloride;Triethylene glycol;"4;1";353.15;770.09;14.964;0.9074;955.0;953.5122165;0.16;
Tetraethylammonium chloride;Levulinic acid;"1;1";293.15;664.78;28.360;0.6212;1097.4;1093.743278;0.33;
Tetraethylammonium chloride;Levulinic acid;"1;1";298.15;664.78;28.360;0.6212;1093.9;1091.938066;0.18;
Tetraethylammonium chloride;Levulinic acid;"1;1";303.15;664.78;28.360;0.6212;1090.3;1089.588489;0.07;
Tetraethylammonium chloride;Levulinic acid;"1;1";308.15;664.78;28.360;0.6212;1086.6;1086.643861;0.00;
Tetraethylammonium chloride;Levulinic acid;"1;1";313.15;664.78;28.360;0.6212;1083.3;1083.134605;0.02;
Tetraethylammonium chloride;Levulinic acid;"1;1";318.15;664.78;28.360;0.6212;1079.7;1079.176387;0.05;
Tetraethylammonium chloride;Levulinic acid;"1;1";323.15;664.78;28.360;0.6212;1076.1;1074.96425;0.11;
Tetraethylammonium chloride;Levulinic acid;"1;1";328.15;664.78;28.360;0.6212;1073.5;1070.757104;0.26;
Tetraethylammonium chloride;Levulinic acid;"1;1";333.15;664.78;28.360;0.6212;1069.2;1066.854244;0.22;
Tetraethylammonium chloride;Levulinic acid;"1;1";338.15;664.78;28.360;0.6212;1065.7;1063.566694;0.20;
Tetraethylammonium chloride;Levulinic acid;"1;1";343.15;664.78;28.360;0.6212;1062.3;1061.186823;0.10;
Tetraethylammonium bromide;Levulinic acid;"1;1";293.15;687.77;28.859;0.6275;1177.4;1175.209743;0.19;
Tetraethylammonium bromide;Levulinic acid;"1;1";298.15;687.77;28.859;0.6275;1173.6;1173.469929;0.01;
Tetraethylammonium bromide;Levulinic acid;"1;1";303.15;687.77;28.859;0.6275;1168.5;1170.992688;0.21;
Tetraethylammonium bromide;Levulinic acid;"1;1";308.15;687.77;28.859;0.6275;1166.0;1167.836838;0.16;
Tetraethylammonium bromide;Levulinic acid;"1;1";313.15;687.77;28.859;0.6275;1162.2;1164.102939;0.16;
Tetraethylammonium bromide;Levulinic acid;"1;1";318.15;687.77;28.859;0.6275;1158.4;1159.928042;0.13;
Tetraethylammonium bromide;Levulinic acid;"1;1";323.15;687.77;28.859;0.6275;1154.6;1155.477387;0.08;
Tetraethylammonium bromide;Levulinic acid;"1;1";328.15;687.77;28.859;0.6275;1151.2;1150.93375;0.02;
Tetraethylammonium bromide;Levulinic acid;"1;1";333.15;687.77;28.859;0.6275;1147.4;1146.485367;0.08;
Tetraethylammonium bromide;Levulinic acid;"1;1";338.15;687.77;28.859;0.6275;1143.5;1142.313506;0.10;
Tetraethylammonium bromide;Levulinic acid;"1;1";343.15;687.77;28.859;0.6275;1139.7;1138.580788;0.10;
